timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.00800000,-0.04897363,-0.00568580,21485350,2664.18457031,57284064,2516.73779296,0.79090642,1499.99975585
0.01199999,-0.00955211,-0.01620292,21485361,2671.05102539,57284074,2504.15380859,0.86776769,1499.99975585
0.01599999,-0.06005470,-0.00473594,21485371,2636.71875000,57284084,2582.17260742,0.84311842,1499.99975585
0.01999999,-0.06745723,-0.00249481,21485382,2605.81958007,57284095,2526.80468750,0.86058455,1499.99975585
0.02399999,-0.11094484,0.01003265,21485392,2568.05419921,57284105,2504.15405273,0.86816650,1499.99975585
0.02799999,-0.17070630,0.02002716,21485402,2526.85546875,57284115,2506.67065429,0.89872169,1499.99975585
0.03199999,-0.07782566,-0.00805091,21485412,2544.02148437,57284125,2534.35473632,0.91033041,1499.99975585
0.03599999,-0.06599257,-0.01547622,21485422,2499.38964843,57284135,2536.87158203,0.85833472,1499.99975585
0.03999999,-0.13645976,0.00566864,21485432,2434.15820312,57284145,2534.35473632,0.89410418,1499.99975585
0.04399999,-0.02322161,-0.02321243,21485442,2416.99218750,57284155,2516.73754882,0.82801467,1499.99975585
0.04799999,0.05692407,-0.02964210,21485452,2406.69238281,57284166,2546.93847656,0.83056312,1499.99975585
0.05199999,-0.04401326,0.00255012,21485461,2403.25927734,57284176,2539.38818359,0.84500926,1499.99975585
0.05599999,-0.13134336,0.02500152,21485471,2362.06054687,57284186,2509.18750000,0.83749079,1499.99975585
0.05999999,-0.08750076,0.01544189,21485480,2348.32763671,57284196,2541.90502929,0.85898572,1499.99975585
0.06399999,-0.07793775,0.00516510,21485490,2341.46118164,57284206,2494.08691406,0.88972169,1499.99975585
0.06799999,-0.17774397,0.01586532,21485499,2245.33081054,57284216,2574.62255859,0.87296026,1499.99975585
0.07199999,-0.06305368,-0.00585937,21485508,2269.36328125,57284226,2529.32128906,0.89664936,1499.99975585
0.07599999,-0.05597170,-0.00666427,21485517,2279.66308593,57284236,2516.73754882,0.90606200,1499.99975585
0.07999999,-0.05566650,-0.00430679,21485526,2217.86499023,57284247,2514.22070312,0.91062390,1499.99975585
0.08399999,-0.13063827,0.01613998,21485535,2197.26562500,57284257,2526.80444335,0.95325750,1499.99975585
0.08799999,-0.12187854,0.00128555,21485543,2135.46752929,57284267,2541.90502929,0.89741766,1499.99975585
0.09199999,-0.02295177,-0.01615905,21485552,2149.20043945,57284277,2544.42163085,0.93602639,1499.99975585
0.09599999,-0.02607350,-0.01172637,21485561,2108.00170898,57284287,2519.25415039,0.89025354,1499.99975585
0.09999999,-0.01726926,-0.01036834,21485569,2108.00170898,57284297,2574.62255859,0.87449878,1499.99975585
0.10399999,-0.07626919,0.00002861,21485577,2032.47070312,57284307,2557.00537109,0.83375942,1499.99975585
0.10799999,0.03988409,-0.01371955,21485585,2066.80297851,57284318,2526.80444335,0.78377705,1499.99975585
0.11199999,-0.06593870,0.00996017,21485594,2008.43811035,57284328,2531.83789062,0.82256656,1499.99975585
0.11599999,-0.13456867,0.03376579,21485602,1991.27197265,57284338,2499.12060546,0.82896101,1499.99975585
0.11999999,-0.06075124,0.00529861,21485609,1953.50646972,57284348,2569.58911132,0.81238043,1499.99975585
0.12399999,-0.16186481,0.02597427,21485617,1922.60742187,57284358,2519.25463867,0.86810290,1499.99975585
0.12799999,-0.05490816,-0.00566864,21485625,1936.34033203,57284368,2516.73779296,0.87266480,1499.99975585
0.13199999,-0.06243227,-0.01951980,21485632,1867.67578125,57284378,2534.35449218,0.89415788,1499.99975585
0.13599999,-0.05218011,-0.01980400,21485640,1843.64318847,57284388,2529.32153320,0.89871966,1499.99975585
0.13999999,-0.05139558,-0.00505256,21485647,1847.07641601,57284399,2551.97192382,0.87692487,1499.99975585
0.14399999,-0.03211996,-0.01491165,21485655,1781.84509277,57284409,2536.87133789,0.90766084,1499.99975585
0.14799999,-0.10661777,0.00675201,21485662,1757.81250000,57284419,2521.77099609,0.84660482,1499.99975585
0.15199999,-0.17443490,0.03641510,21485669,1771.54541015,57284429,2544.42163085,0.84210646,1499.99975585
0.15599998,-0.07406639,0.00387191,21485676,1747.51281738,57284439,2546.93823242,0.81225991,1499.99975585
0.15999998,-0.06182564,-0.01000595,21485683,1716.61376953,57284449,2521.77099609,0.77655398,1499.99975585
0.16399998,-0.15671892,0.00834846,21485689,1654.81567382,57284459,2541.90502929,0.80106699,1499.99975585
0.16799998,-0.12544843,-0.00163269,21485696,1644.51599121,57284470,2501.63720703,0.84186995,1499.99975585
0.17199998,-0.07974505,-0.00988769,21485702,1637.64953613,57284480,2572.10595703,0.83114862,1499.99975585
0.17599998,-0.01207310,-0.02479171,21485709,1586.15112304,57284490,2526.80444335,0.84376418,1499.99975585
0.17999998,0.02077840,-0.02587890,21485715,1568.98498535,57284500,2531.83789062,0.80687069,1499.99975585
0.18399998,0.00258982,-0.01740264,21485721,1555.25207519,57284510,2509.18725585,0.82955121,1499.99975585
0.18799998,-0.00171120,-0.01047134,21485728,1510.62011718,57284520,2519.25415039,0.88326036,1499.99975585
0.19199998,-0.03271625,-0.00079345,21485734,1493.45397949,57284530,2549.45532226,0.85862803,1499.99975585
0.19599998,0.00225531,-0.01406669,21485739,1469.42138671,57284540,2529.32153320,0.89421474,1499.99975585
0.19999998,-0.10397727,0.01528549,21485745,1404.19006347,57284551,2519.25463867,0.85951554,1499.99975585
0.20399998,-0.12885624,0.02864074,21485751,1383.59069824,57284561,2524.28784179,0.92630982,1499.99975585
0.20799998,-0.20827575,0.04540634,21485756,1380.15747070,57284571,2562.03906250,0.88154363,1499.99975585
0.21199998,-0.20423281,0.03390502,21485762,1342.39196777,57284581,2531.83789062,0.85228991,1499.99975585
0.21599998,-0.18408142,0.01327514,21485767,1308.05969238,57284591,2534.35473632,0.88444459,1499.99975585
0.21999998,-0.13004136,-0.01518630,21485773,1304.62646484,57284601,2499.12060546,0.91458582,1499.99975585
0.22399998,-0.04836836,-0.03782463,21485778,1270.29418945,57284612,2589.72314453,0.85310268,1499.99975585
0.22799998,-0.00616188,-0.04372406,21485783,1253.12805175,57284622,2531.83813476,0.84196943,1499.99975585
0.23199998,-0.04279552,-0.02470779,21485788,1229.09545898,57284632,2514.22094726,0.85298347,1499.99975585
0.23599998,-0.14217215,0.01229858,21485793,1208.49609375,57284642,2514.22094726,0.87809127,1499.99975585
0.23999998,-0.18980842,0.01779937,21485797,1174.16381835,57284652,2521.77099609,0.89615219,1499.99975585
0.24399998,-0.09342738,-0.01237106,21485802,1139.83154296,57284662,2546.93847656,0.86287164,1499.99975585
0.24799998,-0.03317574,-0.03293800,21485806,1112.36572265,57284672,2521.77099609,0.93328070,1499.99975585
0.25199998,0.00051505,-0.03157997,21485811,1071.16699218,57284682,2539.38818359,0.90604227,1499.99975585
0.25599998,-0.07379262,0.00677490,21485815,1064.30053710,57284693,2539.38818359,0.89792913,1499.99975585
0.25999998,-0.16929632,0.02874374,21485819,1036.83471679,57284703,2549.45507812,0.86666196,1499.99975585
0.26399998,-0.20291461,0.03389930,21485823,992.20275878,57284713,2501.63720703,0.85452198,1499.99975585
0.26799998,-0.12589257,0.00594711,21485827,999.06921386,57284723,2551.97192382,0.87560302,1499.99975585
0.27199998,-0.14513342,0.00667953,21485831,951.00402832,57284733,2504.15405273,0.86044299,1499.99975585
0.27599998,-0.21532948,0.01823425,21485835,902.93884277,57284743,2564.55566406,0.87347042,1499.99975585
0.27999998,-0.10271336,-0.01432037,21485839,906.37207031,57284753,2519.25439453,0.90663176,1499.99975585
0.28399998,-0.12557329,-0.00308799,21485842,875.47302246,57284764,2524.28784179,0.90556550,1499.99975585
0.28799998,-0.18910703,0.01211547,21485846,851.44042968,57284774,2526.80444335,0.90550780,1499.99975585
0.29199998,-0.07304954,-0.02637100,21485849,823.97460937,57284784,2501.63720703,0.96886998,1499.99975585
0.29599998,-0.05152731,-0.01828002,21485852,793.07556152,57284794,2577.13940429,0.93156266,1499.99975585
0.29999997,-0.05652154,-0.02125930,21485855,779.34265136,57284804,2534.35473632,0.94660353,1499.99975585
0.30399997,0.01383581,-0.03665351,21485858,813.67492675,57284814,2531.83789062,0.89318907,1499.99975585
0.30799997,-0.10700501,0.00424003,21485861,690.07873535,57284824,2544.42163085,0.90118306,1499.99975585
0.31199997,-0.05857982,-0.00702667,21485864,693.51196289,57284834,2559.52221679,0.85884225,1499.99975585
0.31599997,-0.04702383,-0.00860404,21485867,669.47937011,57284845,2534.35473632,0.79234266,1499.99975585
0.31999997,-0.07432380,-0.00307083,21485869,614.54772949,57284855,2526.80444335,0.84362453,1499.99975585
0.32399997,-0.09586736,0.00938796,21485872,597.38159179,57284865,2509.18725585,0.83752477,1499.99975585
0.32799997,-0.05738752,-0.00124931,21485874,580.21545410,57284875,2564.55566406,0.82739818,1499.99975585
0.33199997,-0.00612959,-0.01568984,21485876,559.61608886,57284885,2534.35473632,0.84545910,1499.99975585
0.33599997,-0.03726046,-0.00639343,21485878,508.11767578,57284895,2511.70410156,0.84942626,1499.99975585
0.33999997,-0.02453073,-0.00349235,21485880,487.51831054,57284905,2526.80468750,0.85037338,1499.99975585
0.34399997,-0.02777483,-0.00140762,21485882,470.35217285,57284916,2501.63720703,0.86541616,1499.99975585
0.34799997,-0.06137761,0.01093864,21485884,439.45312500,57284926,2551.97192382,0.88045513,1499.99975585
0.35199997,-0.03871681,0.00205612,21485886,432.58666992,57284936,2531.83789062,0.91663837,1499.99975585
0.35599997,-0.03046865,-0.00048828,21485888,405.12084960,57284946,2531.83837890,0.85919713,1499.99975585
0.35999997,-0.04589937,0.00615692,21485889,370.78857421,57284956,2521.77099609,0.86316442,1499.99975585
0.36399997,-0.06840747,0.01111984,21485890,326.15661621,57284966,2549.45507812,0.86209809,1499.99975585
0.36799997,-0.08735277,0.01314163,21485892,305.55725097,57284976,2536.87133789,0.83787786,1499.99975585
0.37199997,-0.07800985,0.01097488,21485893,288.39111328,57284987,2549.45507812,0.83681154,1499.99975585
0.37599997,-0.05823390,0.00200080,21485894,260.92529296,57284997,2504.15380859,0.84581220,1499.99975585
0.37999997,-0.08043463,0.00561904,21485895,230.02624511,57285007,2569.58911132,0.86689507,1499.99975585
0.38399997,-0.11644221,0.01501464,21485896,209.42687988,57285017,2524.28759765,0.86079537,1499.99975585
0.38799997,-0.18218283,0.02762985,21485897,168.22814941,57285027,2526.80444335,0.83456170,1499.99975585
0.39199997,-0.18984451,0.02713775,21485897,161.36169433,57285037,2501.63720703,0.87275648,1499.99975585
0.39599997,-0.14245349,0.00270462,21485898,133.89587402,57285047,2506.67089843,0.93209183,1499.99975585
0.39999997,-0.13971787,-0.00156784,21485898,102.99682617,57285057,2569.58911132,0.87968409,1499.99975585
0.40399997,-0.15515144,0.00213432,21485899,68.66455078,57285068,2526.80468750,0.91687226,1499.99975585
0.40799997,-0.14092954,-0.00524902,21485899,48.06518554,57285078,2524.28784179,0.88258695,1499.99975585
0.41199997,-0.13627132,-0.00706100,21485899,20.59936523,57285088,2536.87158203,0.90366601,1499.99975585
0.41599997,-0.11740628,-0.01273345,21485899,3.43322753,57285098,2562.03881835,0.83917987,1499.99975585
0.41999997,0.02056818,-0.05091857,21485899,-17.16613769,57285108,2534.35473632,0.81395292,1499.99975585
0.42399997,0.17551831,-0.08846282,21485899,-51.49841308,57285118,2534.35473632,0.87731504,1499.99975585
0.42799997,0.23520389,-0.08671951,21485899,-82.39746093,57285128,2504.15429687,0.88128221,1499.99975585
0.43199997,0.23900322,-0.05784225,21485898,-120.16296386,57285138,2546.93847656,0.88925927,1499.99975585
0.43599997,0.21462355,-0.02772140,21485898,-137.32910156,57285148,2536.87158203,0.88718628,1499.99975585
0.43999997,0.27492785,-0.02500534,21485897,-154.49523925,57285158,2506.67065429,0.91430747,1499.99975585
0.44399996,0.29271107,-0.01783752,21485897,-185.39428710,57285168,2536.87158203,0.91022300,1499.99975585
0.44799996,0.21884451,0.00634384,21485896,-212.86010742,57285178,2509.18725585,0.93231076,1499.99975585
0.45199996,0.26006177,0.00656509,21485895,-219.72656250,57285188,2572.10595703,0.90205025,1499.99975585
0.45599996,0.32055458,-0.00320053,21485894,-257.49206542,57285199,2529.32128906,0.93621826,1499.99975585
0.45999996,0.30545583,0.00200271,21485893,-284.95788574,57285209,2539.38818359,0.85763645,1499.99975585
0.46399996,0.31908613,0.00594329,21485892,-319.29016113,57285219,2521.77099609,0.86563044,1499.99975585
0.46799996,0.29479870,0.01573753,21485890,-343.32275390,57285229,2541.90502929,0.84443026,1499.99975585
0.47199996,0.56264573,-0.06174087,21485889,-350.18920898,57285239,2541.90502929,0.81014496,1499.99975585
0.47599996,0.39029192,0.00990295,21485887,-370.78857421,57285249,2531.83789062,0.86947846,1499.99975585
0.47999996,0.33532440,0.02653503,21485886,-432.58666992,57285259,2506.67065429,0.86077249,1499.99975585
0.48399996,0.32600119,0.03344345,21485884,-436.01989746,57285270,2541.90502929,0.89091366,1499.99975585
0.48799996,0.36011520,0.02702140,21485882,-453.18603515,57285280,2539.38818359,0.88078719,1499.99975585
0.49199996,0.43172442,-0.00076484,21485880,-487.51831054,57285290,2506.67065429,0.88072758,1499.99975585
0.49599996,0.46636870,-0.00293540,21485878,-508.11767578,57285300,2539.38818359,0.87764793,1499.99975585
0.49999996,0.42863935,0.00844192,21485876,-542.44995117,57285310,2494.08691406,0.91081118,1499.99975585
0.50399996,0.37947428,0.02131271,21485874,-552.74963378,57285320,2569.58911132,0.89262914,1499.99975585
0.50799996,0.32127425,0.04284286,21485872,-583.64868164,57285330,2534.35473632,0.93183255,1499.99975585
0.51199996,0.37575805,0.01841163,21485869,-604.24804687,57285340,2534.35473632,0.88747841,1499.99975585
0.51599996,0.41315042,0.00052261,21485867,-628.28063964,57285351,2531.83789062,0.89144551,1499.99975585
0.51999996,0.45949921,-0.01188278,21485864,-666.04614257,57285361,2539.38818359,0.88333243,1499.99975585
0.52399996,0.36171796,0.02534103,21485862,-690.07873535,57285371,2554.48876953,0.84904325,1499.99975585
0.52799996,0.35151517,0.03189659,21485859,-714.11132812,57285381,2539.38818359,0.89630407,1499.99975585
0.53199996,0.34728434,0.02818107,21485856,-731.27746582,57285391,2519.25415039,0.86402833,1499.99975585
0.53599996,0.37772193,0.01371765,21485853,-758.74328613,57285401,2529.32128906,0.86497354,1499.99975585
0.53999996,0.33527725,0.01987075,21485850,-775.90942382,57285411,2534.35473632,0.87195885,1499.99975585
0.54399996,0.35698989,0.01324653,21485847,-810.24169921,57285422,2524.28784179,0.85881787,1499.99975585
0.54799996,0.32793399,0.01710510,21485844,-820.54138183,57285432,2539.38842773,0.87285017,1499.99975585
0.55199996,0.34837958,0.00844383,21485840,-844.57397460,57285442,2491.57031250,0.88688242,1499.99975585
0.55599996,0.34931933,0.00598144,21485837,-872.03979492,57285452,2572.10571289,0.89286875,1499.99975585
0.55999996,0.31403911,0.01629447,21485833,-882.33947753,57285462,2534.35473632,0.92703485,1499.99975585
0.56399996,0.33291867,0.00181198,21485830,-916.67175292,57285472,2531.83789062,0.86959171,1499.99975585
0.56799996,0.34922286,-0.00016975,21485826,-926.97143554,57285482,2536.87158203,0.85946321,1499.99975585
0.57199996,0.29318374,0.00799560,21485822,-971.60339355,57285493,2531.83789062,0.84430891,1499.99975585
0.57599996,0.37010115,-0.01724243,21485818,-988.76953125,57285503,2559.52221679,0.80397963,1499.99975585
0.57999996,0.40165388,-0.01506042,21485814,-1009.36889648,57285513,2536.87158203,0.81398510,1499.99975585
0.58399996,0.33494415,0.00396537,21485810,-1026.53503417,57285523,2501.63720703,0.82197713,1499.99975585
0.58799996,0.35431402,-0.00507354,21485806,-1078.03344726,57285533,2524.28784179,0.88131833,1499.99975585
0.59199995,0.41095545,-0.01154708,21485802,-1067.73376464,57285543,2531.83789062,0.88830363,1499.99975585
0.59599995,0.39808079,-0.00542068,21485797,-1081.46667480,57285553,2521.77099609,0.87012159,1499.99975585
0.59999995,0.35105073,0.00824165,21485793,-1112.36572265,57285563,2521.77099609,0.90731549,1499.99975585
0.60399995,0.31177303,0.01751327,21485788,-1153.56445312,57285573,2509.18725585,0.95960211,1499.99975585
0.60799995,0.32201445,0.00612640,21485784,-1187.89672851,57285584,2569.58911132,0.92531299,1499.99975585
0.61199995,0.37262547,-0.00831604,21485779,-1187.89672851,57285594,2549.45507812,0.91417789,1499.99975585
0.61599995,0.34655499,-0.00018310,21485774,-1187.89672851,57285604,2524.28784179,0.86479592,1499.99975585
0.61999995,0.32882443,0.00443840,21485769,-1222.22900390,57285614,2531.83789062,0.89662998,1499.99975585
0.62399995,0.24402698,0.02429199,21485764,-1253.12805175,57285624,2534.35473632,0.83415502,1499.99975585
0.62799995,0.25349304,0.01111984,21485759,-1280.59387207,57285634,2557.00537109,0.78577345,1499.99975585
0.63199995,0.26274749,0.00772857,21485754,-1311.49291992,57285645,2521.77099609,0.86222130,1499.99975585
0.63599995,0.27632370,-0.00051879,21485749,-1321.79260253,57285655,2511.70385742,0.85208857,1499.99975585
0.63999995,0.27469632,0.00334548,21485743,-1359.55810546,57285665,2539.43090820,0.86812579,1499.99975585
0.64399995,0.39435055,-0.03100585,21485738,-1369.85778808,57285675,2526.80444335,0.85497295,1499.99975585
0.64799995,0.40127187,-0.03029441,21485732,-1400.75683593,57285685,2526.80444335,0.87000113,1499.99975585
0.65199995,0.43864363,-0.03247833,21485727,-1414.48974609,57285695,2536.87158203,0.86993533,1499.99975585
0.65599995,0.43398860,-0.02194595,21485721,-1448.82202148,57285705,2504.15380859,0.87892335,1499.99975585
0.65999995,0.46060049,-0.01741790,21485715,-1462.55493164,57285715,2554.48876953,0.88592374,1499.99975585
0.66399995,0.42067280,0.00085067,21485709,-1486.58752441,57285726,2534.35473632,0.92913287,1499.99975585
0.66799995,0.39577272,0.01002883,21485704,-1510.62011718,57285736,2536.87158203,0.88076508,1499.99975585
0.67199995,0.23975065,0.05183792,21485698,-1531.21948242,57285746,2521.77099609,0.89880049,1499.99975585
0.67599995,0.27858284,0.03754806,21485691,-1534.65270996,57285756,2526.80468750,0.90883380,1499.99975585
0.67999995,0.29906544,0.02811813,21485685,-1544.95239257,57285766,2554.48876953,0.86445415,1499.99975585
0.68399995,0.33342701,0.01310157,21485679,-1551.81884765,57285776,2531.83789062,0.90569508,1499.99975585
0.68799995,0.34542334,0.00921630,21485673,-1562.11853027,57285786,2511.70410156,0.87641578,1499.99975585
0.69199995,0.35633891,0.00251579,21485666,-1603.31726074,57285797,2534.35473632,0.90960305,1499.99975585
0.69599995,0.40041935,-0.02322196,21485660,-1620.48339843,57285807,2534.35473632,0.86018991,1499.99975585
0.69999995,0.29330438,0.00809097,21485653,-1678.84826660,57285817,2526.80444335,0.83900284,1499.99975585
0.70399995,0.30881318,-0.00047683,21485647,-1689.14794921,57285827,2546.93847656,0.85403102,1499.99975585
0.70799995,0.28712773,0.01206588,21485640,-1678.84826660,57285837,2506.67065429,0.87210512,1499.99975585
0.71199995,0.31492725,0.00235748,21485633,-1696.01440429,57285847,2549.45507812,0.88208693,1499.99975585
0.71599995,0.34999102,-0.00430297,21485626,-1706.31408691,57285857,2534.35473632,0.92030775,1499.99975585
0.71999995,0.15866354,0.04211425,21485619,-1754.37927246,57285867,2536.87158203,0.90210211,1499.99975585
0.72399995,0.18878960,0.02684211,21485612,-1757.81250000,57285878,2549.45507812,0.88389647,1499.99975585
0.72799995,0.25200277,0.00404167,21485605,-1750.94604492,57285888,2524.28784179,0.86272227,1499.99975585
0.73199995,0.55821156,-0.09022521,21485598,-1744.07958984,57285898,2564.55566406,0.82337605,1499.99975585
0.73599994,0.22983443,0.00247573,21485591,-1891.70837402,57285908,2541.90502929,0.87468385,1499.99975585
0.73999994,0.33081969,0.00530624,21485584,-1816.17736816,57285918,2524.28784179,0.82383126,1499.99975585
0.74399994,0.34352427,-0.00167083,21485576,-1850.50964355,57285928,2516.73754882,0.85086697,1499.99975585
0.74799994,0.43657639,-0.02913093,21485569,-1864.24255371,57285938,2526.80468750,0.87804847,1499.99975585
0.75199994,1.00573134,-0.19466590,21485561,-1843.64318847,57285949,2549.45532226,0.87504053,1499.99975585
0.75599994,1.16356766,-0.20192337,21485554,-1936.34033203,57285959,2559.52197265,0.90280997,1499.99975585
0.75999994,0.69099754,0.00227928,21485546,-2018.73779296,57285969,2506.67089843,0.93182659,1499.99975585
0.76399994,0.22020934,0.18636322,21485538,-1943.20678710,57285979,2574.62255859,0.98258692,1499.99975585
0.76799994,0.05765311,0.19118499,21485530,-1994.70520019,57285989,2589.72314453,0.97603076,1499.99975585
0.77199994,0.11476490,0.12516403,21485522,-1984.40551757,57286000,2582.17285156,0.90728461,1499.99975585
0.77599994,0.32080101,0.03633880,21485514,-1977.53906250,57286010,2584.68969726,0.93363422,1499.99975585
0.77999994,0.34373205,-0.01535797,21485506,-2080.53588867,57286020,2599.79003906,0.91921156,1499.99975585
0.78399994,0.35331326,-0.00302886,21485498,-2073.66943359,57286031,2660.19165039,0.84887695,1499.99975585
0.78799994,0.55122983,-0.07054519,21485489,-2118.30126953,57286041,2624.95703125,0.89362865,1499.99975585
0.79199994,0.58909982,-0.06443023,21485481,-2152.63354492,57286052,2604.82348632,0.93242156,1499.99975585
0.79599994,0.54792159,-0.03218078,21485472,-2173.23291015,57286063,2705.49291992,0.94880676,1499.99975585
0.79999994,0.44953304,0.00690460,21485463,-2248.76391601,57286073,2652.64135742,0.96644681,1499.99975585
0.80399994,0.33539265,0.04818344,21485454,-2235.03100585,57286084,2670.25854492,0.97086668,1499.99975585
0.80799994,0.44228652,0.01417541,21485445,-2262.49682617,57286095,2713.04321289,1.02764451,1499.99975585
0.81199994,0.35143268,0.02743148,21485436,-2296.82910156,57286105,2723.10986328,1.06981182,1499.99975585
0.81599994,0.45503649,-0.01628112,21485427,-2355.19409179,57286116,2720.59350585,1.01677048,1499.99975585
0.81999994,0.65407633,-0.07152557,21485417,-2399.82592773,57286127,2788.54541015,1.04799354,1499.99975585
0.82399994,0.70041710,-0.06300163,21485408,-2410.12573242,57286139,2786.02856445,1.03838288,1499.99975585
0.82799994,0.59305113,-0.02141189,21485398,-2468.49047851,57286150,2801.12890625,0.98091661,1499.99975585
0.83199994,0.47446906,0.03595352,21485388,-2475.35693359,57286161,2853.98046875,0.95280879,1499.99975585
0.83599994,0.47442230,0.03492927,21485378,-2516.55566406,57286172,2846.43017578,1.03928244,1499.99975585
0.83999994,0.37791523,0.05335617,21485368,-2550.88793945,57286184,2846.43041992,1.01338338,1499.99975585
0.84399994,0.35027024,0.04813003,21485357,-2561.18774414,57286196,2939.54956054,0.99333691,1499.99975585
0.84799994,0.45536562,-0.00410842,21485347,-2640.15185546,57286207,2921.93237304,1.05302262,1499.99975585
0.85199994,0.51742029,-0.02461242,21485336,-2701.94995117,57286219,2957.16674804,1.05476307,1499.99975585
0.85599994,0.52107977,-0.01712989,21485325,-2753.44848632,57286231,2954.64990234,1.02488696,1499.99975585
0.85999994,0.51712566,-0.01231575,21485314,-2822.11303710,57286243,3007.50146484,1.09129869,1499.99975585
0.86399994,0.53883981,-0.00010490,21485303,-2822.11303710,57286255,3035.18554687,1.11603415,1499.99975585
0.86799994,0.46268734,0.02088546,21485292,-2904.51049804,57286267,3045.25244140,1.05565786,1499.99975585
0.87199994,0.48388302,0.01730537,21485280,-2907.94360351,57286280,3080.48706054,1.02367687,1499.99975585
0.87599994,0.51314097,0.01166439,21485269,-2938.84277343,57286292,3130.82153320,1.01672089,1499.99975585
0.87999993,0.55879575,0.00867366,21485257,-2980.04150390,57286305,3148.43896484,1.05245959,1499.99975585
0.88399993,0.59202331,-0.00292778,21485245,-3010.94042968,57286317,3115.72119140,1.06389892,1499.99975585
