timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.00800000,-0.24580083,0.03658246,327854482,65.23132324,47528700,4590.52929687,1.04976773,1499.99975585
0.01199999,-0.35354506,0.06137180,327854483,175.09460449,47528719,4600.59619140,1.09025764,1499.99975585
0.01599999,-0.46490937,0.06561231,327854484,257.49206542,47528737,4610.66308593,1.07135438,1499.99975585
0.01999999,-0.47207343,0.05170011,327854485,346.75598144,47528755,4618.21337890,1.08567011,1499.99975585
0.02399999,-0.46433126,0.02331256,327854486,439.45312500,47528774,4658.48144531,1.07681679,1499.99975585
0.02799999,-0.45487651,0.00467586,327854488,514.98413085,47528792,4666.03173828,1.05992507,1499.99975585
0.03199999,-0.49462029,0.00073194,327854491,600.81481933,47528811,4610.66357421,1.05008208,1499.99975585
0.03599999,-0.43660825,-0.01524162,327854493,690.07873535,47528829,4608.14648437,1.08654510,1499.99975585
0.03999999,-0.48053875,-0.00952768,327854496,772.47619628,47528848,4588.01269531,1.10388290,1499.99975585
0.04399999,-0.48392838,-0.00765275,327854499,889.20593261,47528866,4618.21337890,1.05880367,1499.99975585
0.04799999,-0.48738574,-0.01855802,327854503,954.43725585,47528885,4580.46240234,1.05902767,1499.99975585
0.05199999,-0.43736347,-0.03082704,327854507,1047.13439941,47528903,4610.66357421,1.02703547,1499.99975585
0.05599999,-0.41813725,-0.03290128,327854512,1143.26477050,47528922,4628.28027343,1.04437327,1499.99975585
0.05999999,-0.46548449,-0.01899671,327854516,1235.96191406,47528940,4708.81591796,1.01942789,1499.99975585
0.06399999,-0.55328422,0.00449514,327854521,1304.62646484,47528959,4618.21337890,1.09213387,1499.99975585
0.06799999,-0.53757435,-0.00072336,327854527,1369.85778808,47528977,4628.28027343,1.07020866,1499.99975585
0.07199999,-0.67341727,0.03575897,327854533,1483.15429687,47528996,4545.22802734,1.08452630,1499.99975585
0.07599999,-0.63989484,0.01920413,327854539,1586.15112304,47529014,4610.66308593,1.00320613,1499.99975585
0.07999999,-0.67839109,0.02541637,327854545,1682.28149414,47529033,4562.84521484,1.03363096,1499.99975585
0.08399999,-0.66604906,0.01033210,327854552,1761.24572753,47529051,4615.69677734,1.06103372,1499.99975585
0.08799999,-0.64314705,-0.00664806,327854559,1850.50964355,47529069,4595.56298828,1.09347188,1499.99975585
0.09199999,-0.80915278,0.02503132,327854567,1919.17419433,47529088,4701.26562500,1.07054007,1499.99975585
0.09599999,-0.63322818,-0.02776217,327854575,2029.03747558,47529106,4635.83056640,1.07076394,1499.99975585
0.09999999,-0.65277278,-0.02397489,327854583,2111.43481445,47529125,4630.79736328,1.03977847,1499.99975585
0.10399999,-0.59462523,-0.02405452,327854592,2224.73144531,47529143,4562.84521484,1.06114304,1499.99975585
