timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.00800000,-1.04405605,0.00884199,285452333,4837.41748046,269255360,9002.37011718,0.93533718,2039.99963378
0.01199999,-1.00820553,-0.00198197,285452353,5108.64257812,269255396,9047.67187500,0.83421266,2039.99963378
0.01599999,-1.06760108,0.00233197,285452373,5314.63623046,269255432,8939.45214843,0.80744212,2039.99963378
0.01999999,-0.98311299,-0.03917503,285452395,5500.03027343,269255467,8811.09863281,0.85591131,2039.99963378
0.02399999,-0.74013370,-0.09602355,285452418,5726.62353515,269255502,8733.07910156,0.81229478,2039.99963378
0.02799999,-1.02417135,0.00817942,285452442,5980.68212890,269255537,8650.02734375,0.75931459,2039.99963378
0.03199999,-1.14020466,0.06296849,285452466,6200.40869140,269255572,8597.17578125,0.73928779,2039.99963378
0.03599999,-0.95449221,0.01274251,285452491,6454.46777343,269255607,8544.32421875,0.70233362,2039.99963378
0.03999999,-0.55776506,-0.11651134,285452517,6591.79687500,269255641,8493.98925781,0.69658488,2039.99963378
0.04399999,-0.58949774,-0.09264421,285452544,6814.95654296,269255675,8443.65429687,0.65980190,2039.99963378
0.04799999,-0.63552814,-0.05273151,285452572,7003.78417968,269255708,8400.87011718,0.62929594,2039.99963378
0.05199999,-0.94654458,0.04122257,285452600,7127.38037109,269255742,8305.23437500,0.65434724,2039.99963378
0.05599999,-0.77394449,0.00360870,285452629,7316.20751953,269255775,8257.41601562,0.68394356,2039.99963378
0.05999999,-0.68449783,-0.02610754,285452658,7474.13623046,269255807,8161.78076171,0.66188454,2039.99963378
0.06399999,-0.60928153,-0.05421018,285452689,7570.26660156,269255839,8040.97656250,0.67033267,2039.99963378
0.06799999,-0.61917835,-0.02474784,285452719,7721.32861328,269255871,7940.30712890,0.71631079,2039.99963378
0.07199999,-0.73365354,0.01735043,285452750,7892.98974609,269255903,7887.45556640,0.69236385,2039.99963378
0.07599999,-0.55909240,-0.02005171,285452782,7982.25390625,269255934,7774.20263671,0.63456964,2039.99963378
0.07999999,-0.66275167,0.01657438,285452814,8047.48535156,269255965,7696.18359375,0.65161138,2039.99963378
0.08399999,-0.50906503,-0.03269994,285452847,8201.98046875,269255996,7580.41357421,0.66359138,2039.99963378
0.08799999,-0.67938518,0.02040159,285452880,8195.11328125,269256026,7525.04541015,0.66425418,2039.99963378
0.09199999,-0.44281661,-0.02479720,285452913,8335.87597656,269256056,7532.59570312,0.60349977,2039.99963378
0.09599999,-0.46242153,-0.01026058,285452947,8359.90820312,269256086,7363.97412109,0.60363632,2039.99963378
0.09999999,-0.47455343,0.00686955,285452981,8469.77148437,269256115,7238.13769531,0.62765032,2039.99963378
0.10399999,-0.42549553,-0.01186168,285453015,8500.67089843,269256144,7119.85107421,0.66860860,2039.99963378
0.10799999,-0.54012411,0.04547238,285453049,8576.20214843,269256173,7127.40087890,0.61278706,2039.99963378
0.11199999,-0.37297379,-0.01098358,285453084,8620.83398437,269256201,6968.84667968,0.61219578,2039.99963378
0.11599999,-0.50858473,0.03117299,285453118,8655.16601562,269256228,6868.17724609,0.60795754,2039.99963378
0.11999999,-0.34800145,0.00029808,285453153,8672.33203125,269256256,6815.32568359,0.61083275,2039.99963378
0.12399999,-0.46744036,0.04146414,285453188,8710.09765625,269256283,6669.35449218,0.66577059,2039.99963378
0.12799999,-0.23000432,-0.03341156,285453222,8716.96386718,269256309,6568.68505859,0.59584432,2039.99963378
0.13199999,-0.08999633,-0.06739491,285453257,8747.86328125,269256335,6563.65185546,0.53439062,2039.99963378
0.13599999,-0.18798451,-0.00453037,285453292,8713.53125000,269256361,6389.99707031,0.55382931,2039.99963378
0.13999999,-0.20133845,0.02351306,285453326,8730.69726562,269256387,6344.69580078,0.54472678,2039.99963378
0.14399999,-0.14947956,0.01901495,285453361,8648.29980468,269256412,6279.26025390,0.55230307,2039.99963378
0.14799999,-0.09828053,-0.00616049,285453395,8586.50195312,269256436,6186.14111328,0.55294287,2039.99963378
0.15199999,-0.06288067,-0.00847777,285453430,8528.13671875,269256460,5964.66796875,0.53118038,2039.99963378
0.15599998,-0.21016365,0.03367960,285453464,8483.50488281,269256484,6022.55273437,0.44258743,2039.99963378
0.15999998,0.02752127,-0.03364467,285453498,8432.00683593,269256508,5733.12841796,0.53691709,2039.99963378
0.16399998,-0.11853174,0.02091872,285453532,8332.44238281,269256531,5682.79345703,0.55813741,2039.99963378
0.16799998,0.10940559,-0.02566081,285453565,8353.04199218,269256553,5662.65966796,0.56276565,2039.99963378
0.17199998,-0.11660141,0.04338645,285453598,8219.14648437,269256576,5501.58837890,0.51336812,2039.99963378
0.17599998,-0.07963133,0.05558228,285453631,8219.14648437,269256598,5446.22021484,0.50442332,2039.99963378
