timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.00800000,-0.36384174,0.00168800,96308612,5400.46679687,50785578,3032.66918945,1.11568748,1799.99975585
0.01199999,-0.39431297,0.01212930,96308634,5445.09863281,50785590,3015.05175781,1.08653926,1799.99975585
0.01599999,-0.39855948,-0.00092315,96308656,5417.63281250,50785602,3017.56835937,1.02115380,1799.99975585
0.01999999,-0.38655889,-0.00740766,96308677,5400.46679687,50785614,3047.76928710,1.08663487,1799.99975585
0.02399999,-0.44952604,0.01710748,96308699,5359.26806640,50785626,3030.15209960,1.11427736,1799.99975585
0.02799999,-0.48938658,0.02934980,96308721,5376.43408203,50785639,3004.98486328,1.08007860,1799.99975585
0.03199999,-0.39851322,0.00313949,96308742,5403.89990234,50785651,3057.83618164,1.07006132,1799.99975585
0.03599999,-0.27137380,-0.03904676,96308764,5421.06591796,50785663,3050.28588867,1.07816076,1799.99975585
0.03999999,-0.34101149,-0.01169872,96308786,5410.76660156,50785675,3040.21899414,1.10781669,1799.99975585
0.04399999,-0.42761451,0.01477956,96308807,5438.23242187,50785687,3010.01806640,1.07926321,1799.99975585
0.04799999,-0.32401078,-0.02516317,96308829,5445.09863281,50785699,3100.62060546,1.05556416,1799.99975585
0.05199999,-0.23114937,-0.06235980,96308851,5421.06591796,50785712,3055.31958007,1.05158329,1799.99975585
0.05599999,-0.61426854,0.05612897,96308872,5373.00097656,50785724,3050.28613281,1.06572663,1799.99975585
0.05999999,-0.43986091,0.02167892,96308894,5462.26464843,50785736,3010.01806640,1.02449810,1799.99975585
0.06399999,-0.41922610,-0.01551723,96308916,5451.96533203,50785748,3090.55371093,1.01891589,1799.99975585
0.06799999,-0.88251280,0.10246849,96308937,5362.70117187,50785760,3062.86962890,1.07634723,1799.99975585
0.07199999,-0.53328347,-0.00563621,96308959,5414.19970703,50785772,3020.08520507,1.05625915,1799.99975585
0.07599999,-2.03446817,0.42820644,96308980,5280.30371093,50785785,2989.88427734,1.09254992,1799.99975585
0.07999999,-2.32602286,0.45880413,96309002,5393.60009765,50785797,3037.70239257,1.17253661,1799.99975585
0.08399999,-2.75363492,0.43396759,96309024,5355.83496093,50785809,3027.63549804,1.27485728,1799.99975585
0.08799999,-3.50210547,0.53684711,96309045,5465.69824218,50785821,2989.88427734,1.30551600,1799.99975585
0.09199999,-3.30219244,0.30738973,96309067,5592.72753906,50785833,3060.35302734,1.20992982,1799.99975585
0.09599999,-0.40546324,-0.70845985,96309090,5702.59082031,50785845,3098.10400390,1.08816552,1799.99975585
0.09999999,-0.10776633,-0.77037525,96309112,5362.70117187,50785858,3090.55371093,0.93318420,1799.99975585
0.10399999,-0.06584803,-0.57548570,96309133,5386.73388671,50785870,3077.97021484,0.65478760,1799.99975585
0.10799999,-0.13761204,-0.39107894,96309154,5359.26806640,50785883,3085.52026367,0.33571496,1799.99975585
0.11199999,-0.29169818,-0.21816205,96309176,5359.26806640,50785895,2992.40112304,0.46159771,1799.99975585
0.11599999,-0.13980117,-0.16197443,96309198,5410.76660156,50785906,2984.85083007,0.74654215,1799.99975585
0.11999999,-0.21312417,-0.08468437,96309219,5383.30078125,50785919,2992.40136718,0.81202316,1799.99975585
0.12399999,-0.34216025,-0.01751136,96309241,5369.56787109,50785931,2987.36767578,1.00535833,1799.99975585
0.12799999,-0.36173546,0.02956676,96309262,5414.19970703,50785942,3007.50146484,1.39037382,1799.99975585
0.13199999,-0.34450945,0.02670288,96309284,5400.46679687,50785955,3083.00341796,1.34814238,1799.99975585
0.13599999,-0.42959743,0.05324172,96309306,5369.56787109,50785967,3035.18554687,1.15288937,1799.99975585
0.13999999,-0.72137367,0.14768600,96309327,5369.56787109,50785979,3083.00341796,1.17306923,1799.99975585
0.14399999,-1.28219211,0.28721237,96309349,5338.66845703,50785991,3103.13745117,1.11010909,1799.99975585
0.14799999,-1.03564071,0.19550514,96309371,5572.12792968,50786004,3065.38647460,0.92794322,1799.99975585
0.15199999,-0.38513091,-0.11795234,96309393,5506.89697265,50786016,2982.33398437,0.84544384,1799.99975585
0.15599998,-0.12742750,-0.19046878,96309414,5448.53173828,50786028,3045.25244140,1.05488240,1799.99975585
0.15999998,-0.10179288,-0.15136337,96309436,5403.89990234,50786040,3057.83642578,1.06097221,1799.99975585
0.16399998,-0.37023892,-0.01993274,96309457,5342.10205078,50786052,3050.28613281,0.91706079,1799.99975585
0.16799998,-0.60912531,0.08429718,96309479,5407.33300781,50786064,3015.05175781,0.87423461,1799.99975585
0.17199998,-0.48841404,0.02931594,96309501,5379.86718750,50786077,3065.38647460,0.94575583,1799.99975585
0.17599998,-0.98746579,0.17628669,96309522,5414.19970703,50786089,3032.66894531,0.92768502,1799.99975585
0.17999998,-0.71721994,0.05280590,96309544,5462.26464843,50786101,2994.91772460,0.91464388,1799.99975585
0.18399998,-0.05694949,-0.19018650,96309565,5359.26806640,50786113,3017.56835937,0.95638018,1799.99975585
0.18799998,-0.26030611,-0.07748603,96309587,5307.76953125,50786125,3025.11865234,1.04199504,1799.99975585
0.19199998,-0.37447565,0.01194858,96309608,5338.66845703,50786137,3025.11865234,1.13063395,1799.99975585
0.19599998,-0.64742946,0.10550880,96309630,5397.03369140,50786149,3017.56835937,1.07329833,1799.99975585
0.19999998,-0.46720829,0.03163814,96309651,5438.23242187,50786161,3098.10400390,1.00588250,1799.99975585
0.20399998,-0.63541829,0.03628540,96309672,5297.46972656,50786173,3037.70239257,1.03814256,1799.99975585
0.20799998,-0.61455059,0.05213260,96309694,5373.00097656,50786186,3077.97021484,1.00638997,1799.99975585
0.21199998,-0.39753407,-0.05111885,96309715,5263.13769531,50786198,3015.05151367,0.93294721,1799.99975585
0.21599998,-0.62992244,0.05441570,96309736,5321.50244140,50786210,3065.38647460,1.01554214,1799.99975585
0.21999998,-0.34348601,-0.04853820,96309758,5297.46972656,50786222,3035.18554687,1.15854251,1799.99975585
0.22399998,-0.64226818,0.04105663,96309779,5218.50585937,50786234,3030.15185546,1.13383686,1799.99975585
0.22799998,-0.57710945,0.05342864,96309800,5314.63623046,50786246,3010.01831054,1.12381577,1799.99975585
