timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.00800000,-0.16707977,-0.01327705,151054262,5578.99462890,220579670,3619.06884765,0.71712249,1799.99975585
0.01199999,-0.07996907,-0.05257415,151054284,5455.39843750,220579684,3566.21728515,0.69040906,1799.99975585
0.01599999,-0.17705865,-0.00367927,151054305,5407.33300781,220579698,3576.28417968,0.71556806,1799.99975585
0.01999999,-0.03410434,-0.05306053,151054327,5280.30371093,220579712,3480.64819335,0.82045960,1799.99975585
0.02399999,-0.06744571,-0.00391197,151054348,5204.77294921,220579726,3442.89697265,0.90163552,1799.99975585
0.02799999,-0.10233254,0.01444625,151054369,5184.17333984,220579740,3450.44726562,0.83516293,1799.99975585
0.03199999,-0.20400901,0.02920722,151054389,5108.64257812,220579754,3382.49536132,0.76749068,1799.99975585
0.03599999,-0.14763635,0.00837898,151054409,5057.14404296,220579767,3367.39501953,0.78239250,1799.99975585
0.03999999,-0.17325982,0.00104999,151054429,4954.14697265,220579781,3437.86352539,0.79000717,1799.99975585
0.04399999,-0.04314730,-0.03778266,151054449,4833.98437500,220579794,3337.19409179,0.77463686,1799.99975585
0.04799999,-0.03199134,-0.02136993,151054468,4837.41748046,220579807,3276.79223632,0.77302938,1799.99975585
0.05199999,-0.09497925,0.00578880,151054487,4744.72021484,220579820,3239.04125976,0.85333597,1799.99975585
0.05599999,-0.18713468,0.01905059,151054506,4658.88964843,220579833,3244.07495117,0.86072754,1799.99975585
0.05999999,-0.03267693,-0.01729965,151054525,4655.45654296,220579846,3306.99316406,0.85362803,1799.99975585
0.06399999,-0.07046284,0.00032901,151054543,4579.92529296,220579859,3228.97436523,0.88285809,1799.99975585
0.06799999,-0.08249679,0.01473617,151054561,4487.22802734,220579872,3186.18969726,0.84892433,1799.99975585
