timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
0.00800000,0.27881273,0.02633666,87756577,-3745.65112304,7313075,5456.28710937,1.04057776,1319.99963378
0.01199999,0.46073770,-0.01725482,87756562,-3711.31884765,7313097,5551.92285156,1.01695799,1319.99963378
0.01599999,0.62365305,-0.05656433,87756547,-3683.85302734,7313119,5441.18652343,1.05650627,1319.99963378
0.01999999,0.49979224,-0.04310989,87756532,-3755.95092773,7313141,5441.18652343,1.10209465,1319.99963378
0.02399999,0.75417166,-0.05426788,87756517,-3704.45239257,7313163,5569.54003906,1.09156191,1319.99963378
0.02799999,0.47122278,0.01651287,87756502,-3676.98657226,7313185,5468.87060546,1.03472113,1319.99963378
0.03199999,0.25742292,0.05946159,87756488,-3759.38403320,7313207,5461.32080078,1.02494120,1319.99963378
0.03599999,0.34130975,0.03397846,87756473,-3707.88574218,7313229,5549.40625000,1.03326499,1319.99963378
0.03999999,0.39257213,0.00604647,87756458,-3663.25366210,7313251,5463.83740234,1.04085266,1319.99963378
0.04399999,0.27009561,0.01356345,87756443,-3762.81738281,7313273,5463.83740234,1.07964789,1319.99963378
0.04799999,0.31950563,0.01007679,87756428,-3728.48510742,7313294,5544.37304687,1.05577445,1319.99963378
0.05199999,0.50800275,-0.04047510,87756413,-3680.41992187,7313317,5476.42138671,0.96520638,1319.99963378
0.05599999,0.50811409,-0.04736229,87756398,-3749.08447265,7313338,5451.25390625,1.01205515,1319.99963378
0.05999999,0.47360441,-0.02411678,87756383,-3718.18530273,7313360,5521.72216796,1.00252914,1319.99963378
0.06399999,0.54986006,-0.03205034,87756369,-3694.15283203,7313382,5481.45458984,1.04031765,1319.99963378
0.06799999,0.39408230,0.01163208,87756354,-3742.21801757,7313404,5438.66992187,1.10176050,1319.99963378
0.07199999,0.37473073,0.02898591,87756339,-3704.45239257,7313426,5554.43994140,1.06304025,1319.99963378
0.07599999,0.36870315,0.02613437,87756324,-3680.41992187,7313448,5483.97119140,1.00619947,1319.99963378
0.07999999,0.26890650,0.03551578,87756309,-3742.21801757,7313470,5443.70312500,0.98861986,1319.99963378
0.08399999,0.35137796,0.00851732,87756294,-3704.45239257,7313492,5514.17236328,1.06012856,1319.99963378
0.08799999,0.45920398,-0.02803361,87756279,-3683.85302734,7313514,5453.77050781,1.03650879,1319.99963378
0.09199999,0.44670742,-0.02236121,87756264,-3738.78466796,7313536,5483.97119140,1.08436429,1319.99963378
0.09599999,0.53349173,-0.05146890,87756249,-3714.75219726,7313558,5504.10498046,1.08389842,1319.99963378
0.09999999,0.52387619,-0.03315341,87756235,-3704.45239257,7313580,5504.10546875,0.97722220,1319.99963378
0.10399999,0.45738321,0.00212448,87756220,-3735.35156250,7313602,5453.77050781,1.01903760,1319.99963378
0.10799999,0.44417536,0.00349688,87756205,-3707.88574218,7313623,5466.35400390,1.05481278,1319.99963378
0.11199999,0.36188712,0.03851282,87756190,-3718.18530273,7313645,5494.03808593,1.03119289,1319.99963378
0.11599999,0.30344521,0.04692614,87756175,-3718.18530273,7313667,5466.35400390,1.06344068,1319.99963378
0.11999999,0.25249683,0.04113292,87756160,-3711.31884765,7313689,5491.52148437,1.04988777,1319.99963378
0.12399999,0.24236118,0.04619908,87756146,-3694.15283203,7313711,5504.10546875,1.00512731,1319.99963378
0.12799999,0.40425780,-0.01695454,87756131,-3659.82055664,7313733,5456.28710937,1.03184235,1319.99963378
0.13199999,0.45564183,-0.04482328,87756116,-3701.01928710,7313755,5481.45458984,1.06608641,1319.99963378
0.13599999,0.48580834,-0.03704595,87756102,-3694.15283203,7313777,5468.87060546,1.07367408,1319.99963378
0.13999999,0.49399185,-0.01767683,87756087,-3656.38720703,7313799,5478.93798828,1.11347603,1319.99963378
0.14399999,0.38181352,0.00180804,87756072,-3728.48510742,7313821,5489.00488281,1.15327799,1319.99963378
0.14799999,0.33829438,0.03597629,87756057,-3632.35473632,7313843,5499.07177734,1.03049564,1319.99963378
0.15199999,0.31339636,0.02777302,87756043,-3649.52075195,7313865,5481.45458984,1.06023061,1319.99963378
0.15599998,0.27729201,0.03448414,87756028,-3670.12011718,7313887,5471.38769531,1.08694553,1319.99963378
0.15999998,0.10223938,0.07238829,87756014,-3635.78784179,7313909,5499.07177734,1.06131231,1319.99963378
0.16399998,0.10798030,0.05192661,87755999,-3635.78784179,7313930,5458.80419921,1.13986909,1319.99963378
0.16799998,0.30748653,-0.01218271,87755985,-3560.25683593,7313952,5501.58837890,1.09812867,1319.99963378
0.17199998,0.30758473,-0.03770208,87755970,-3618.62182617,7313974,5501.58837890,1.02115404,1319.99963378
0.17599998,0.42709568,-0.06297874,87755956,-3570.55664062,7313996,5443.70361328,1.02270162,1319.99963378
0.17999998,0.41101178,-0.04143381,87755942,-3556.82373046,7314018,5471.38769531,1.10025060,1319.99963378
0.18399998,0.30267339,-0.00336933,87755927,-3580.85620117,7314040,5489.00488281,1.06455039,1319.99963378
0.18799998,0.18496026,0.02109313,87755913,-3563.69018554,7314062,5478.93798828,1.09126532,1319.99963378
0.19199998,0.20137658,0.02539515,87755899,-3536.22436523,7314084,5456.28710937,1.13308072,1319.99963378
0.19599998,0.20455344,0.00974273,87755885,-3512.19165039,7314106,5509.13818359,1.02942466,1319.99963378
0.19999998,0.18422302,0.01269483,87755871,-3529.35791015,7314128,5471.38769531,1.06721305,1319.99963378
0.20399998,0.02844977,0.04971599,87755857,-3495.02563476,7314150,5446.22021484,1.11406183,1319.99963378
0.20799998,0.14825905,0.01276588,87755843,-3436.66064453,7314172,5511.65527343,1.06930148,1319.99963378
0.21199998,0.19035780,-0.01392269,87755829,-3419.49462890,7314194,5471.38769531,1.12168312,1319.99963378
0.21599998,0.31890523,-0.05886816,87755815,-3422.92773437,7314216,5456.28710937,1.13128423,1319.99963378
0.21999998,0.25959771,-0.04601383,87755802,-3453.82690429,7314238,5536.82275390,1.04222822,1319.99963378
0.22399998,0.25583949,-0.01991629,87755788,-3378.29589843,7314260,5456.28710937,1.04578924,1319.99963378
0.22799998,0.19734296,0.00619554,87755774,-3381.72900390,7314281,5468.87109375,1.05486595,1319.99963378
0.23199998,0.25223895,-0.00134706,87755761,-3306.19799804,7314303,5494.03808593,1.06748712,1319.99963378
0.23599998,0.14554677,0.01988768,87755748,-3337.09716796,7314325,5451.25390625,1.09017527,1319.99963378
0.23999998,0.04914338,0.02815246,87755734,-3337.09716796,7314347,5486.48828125,1.12293040,1319.99963378
0.24399998,0.00847967,0.03399610,87755721,-3275.29907226,7314369,5526.75585937,1.02632117,1319.99963378
0.24799998,0.06385417,0.02285027,87755708,-3230.66699218,7314391,5466.35400390,1.05504941,1319.99963378
0.25199998,0.11851049,0.00122261,87755695,-3213.50097656,7314413,5453.77050781,1.08981800,1319.99963378
0.25599998,0.22755247,-0.03959441,87755683,-3172.30224609,7314435,5541.85644531,1.04908430,1319.99963378
0.25999998,0.31762644,-0.05732202,87755670,-3134.53662109,7314457,5426.08642578,1.13770687,1319.99963378
0.26399998,0.37824884,-0.07454562,87755657,-3137.96997070,7314479,5501.58837890,1.11912059,1319.99963378
0.26799998,0.17918856,-0.01754093,87755645,-3168.86889648,7314501,5561.99023437,1.05422616,1319.99963378
0.27199998,0.10379961,0.02574276,87755632,-3100.20434570,7314523,5441.18652343,1.00241899,1319.99963378
0.27599998,0.13643699,0.01778030,87755620,-3052.13916015,7314545,5478.93798828,1.04674887,1319.99963378
0.27999998,0.06672712,0.04481101,87755608,-2976.60815429,7314567,5511.65576171,1.03420269,1319.99963378
0.28399998,0.05829202,0.03641343,87755596,-2949.14233398,7314588,5456.28710937,1.11527919,1319.99963378
0.28799998,0.09290230,0.00773358,87755584,-2928.54296875,7314610,5458.80371093,1.14602088,1319.99963378
0.29199998,0.13325196,-0.00030112,87755573,-2887.34423828,7314632,5577.09082031,1.01216387,1319.99963378
0.29599998,0.20394833,-0.02239561,87755561,-2849.57885742,7314654,5446.22021484,1.02679848,1319.99963378
0.29999997,0.15767407,-0.01325917,87755550,-2853.01196289,7314676,5438.66992187,1.07566070,1319.99963378
0.30399997,0.25837355,-0.03070807,87755539,-2777.48095703,7314698,5551.92333984,1.11848270,1319.99963378
0.30799997,0.22163259,-0.01294302,87755528,-2736.28222656,7314720,5458.80371093,1.14670372,1319.99963378
0.31199997,0.11655021,0.02183485,87755517,-2722.54931640,7314742,5473.90429687,1.09791648,1319.99963378
0.31599997,0.09395851,0.02696990,87755506,-2636.71875000,7314764,5584.64062500,1.01993513,1319.99963378
0.31999997,0.14097186,0.00381994,87755495,-2598.95312500,7314786,5421.05273437,1.06074380,1319.99963378
0.32399997,0.04490295,0.02779483,87755485,-2561.18774414,7314808,5466.35400390,1.12217056,1319.99963378
0.32799997,0.09758487,0.00408887,87755475,-2523.42211914,7314830,5569.54052734,1.12875151,1319.99963378
0.33199997,0.08993177,-0.00565028,87755465,-2533.72192382,7314852,5451.25341796,1.08600449,1319.99963378
